	#SampleID	Taxonomy	GROUP	Subgroup	Value	Total	RelativeAbundance
55931	25C	g_Romboutsia	CHJ-BPD/DS-	MAMLI	590	203063	0.002905502233297
55966	25C	g_Fusobacterium	CHJ-BPD/DS-	MAMLI	1182	203063	0.0058208536267069
55993	25C	g_Candidatus Saccharimonas	CHJ-BPD/DS-	MAMLI	831	203063	0.004092326026898
56143	25C	g_Escherichia-Shigella	CHJ-BPD/DS-	MAMLI	142	203063	0.0006992903680138
56144	25C	g_Klebsiella	CHJ-BPD/DS-	MAMLI	27	203063	0.0001329636615237
56294	25F	g_Corynebacterium	CHJ-BPD/DS-	Fecal	1965	188223	0.0104397443458025
56382	25F	g_Bacteroides	CHJ-BPD/DS-	Fecal	0	188223	0.0
56403	25F	g_Prevotella	CHJ-BPD/DS-	Fecal	10	188223	5.3128469953193816e-05
56413	25F	g_dgA-11 gut group	CHJ-BPD/DS-	Fecal	7632	188223	0.0405476482682775
56456	25F	g_Campylobacter	CHJ-BPD/DS-	Fecal	102	188223	0.0005419103935225
56458	25F	g_Helicobacter	CHJ-BPD/DS-	Fecal	1249	188223	0.0066357458971539
56540	25F	g_Allobaculum	CHJ-BPD/DS-	Fecal	6717	188223	0.0356863932675602
56556	25F	g_Aerococcus	CHJ-BPD/DS-	Fecal	653	188223	0.0034692890879435
56570	25F	g_Lactobacillus	CHJ-BPD/DS-	Fecal	1179	188223	0.0062638466074815
56596	25F	g_Jeotgalicoccus	CHJ-BPD/DS-	Fecal	7834	188223	0.041620843361332
56633	25F	g_Coprococcus	CHJ-BPD/DS-	Fecal	26	188223	0.0001381340218783
56657	25F	g_Blautia	CHJ-BPD/DS-	Fecal	9585	188223	0.0509236384501362
56662	25F	g_Lachnoclostridium	CHJ-BPD/DS-	Fecal	3405	188223	0.0180902440190624
56668	25F	g_Lachnospiraceae NK4A136 group	CHJ-BPD/DS-	Fecal	430	188223	0.0022845242079873
56674	25F	g_Marvinbryantia	CHJ-BPD/DS-	Fecal	1441	188223	0.0076558125202552
56697	25F	g_Colidextribacter	CHJ-BPD/DS-	Fecal	31	188223	0.0001646982568549
56707	25F	g_UCG-005	CHJ-BPD/DS-	Fecal	7995	188223	0.0424762117275784
56758	25F	g_Romboutsia	CHJ-BPD/DS-	Fecal	3304	188223	0.0175536464725352
56793	25F	g_Fusobacterium	CHJ-BPD/DS-	Fecal	207	188223	0.0010997593280311
56820	25F	g_Candidatus Saccharimonas	CHJ-BPD/DS-	Fecal	9	188223	4.781562295787444e-05
56970	25F	g_Escherichia-Shigella	CHJ-BPD/DS-	Fecal	325	188223	0.0017266752734787
56971	25F	g_Klebsiella	CHJ-BPD/DS-	Fecal	230	188223	0.0012219548089234
57121	26A	g_Corynebacterium	CHJ-BPD/DS-	MAM-J	3588	101817	0.0352396947464568
57209	26A	g_Bacteroides	CHJ-BPD/DS-	MAM-J	0	101817	0.0
57230	26A	g_Prevotella	CHJ-BPD/DS-	MAM-J	0	101817	0.0
57240	26A	g_dgA-11 gut group	CHJ-BPD/DS-	MAM-J	842	101817	0.008269738845183
57283	26A	g_Campylobacter	CHJ-BPD/DS-	MAM-J	73	101817	0.0007169726077177
57285	26A	g_Helicobacter	CHJ-BPD/DS-	MAM-J	2957	101817	0.0290423013838553
57367	26A	g_Allobaculum	CHJ-BPD/DS-	MAM-J	436	101817	0.0042821925611636
57383	26A	g_Aerococcus	CHJ-BPD/DS-	MAM-J	1960	101817	0.0192502234400935
57397	26A	g_Lactobacillus	CHJ-BPD/DS-	MAM-J	2114	101817	0.0207627409961008
57423	26A	g_Jeotgalicoccus	CHJ-BPD/DS-	MAM-J	3268	101817	0.0320968011235844
57460	26A	g_Coprococcus	CHJ-BPD/DS-	MAM-J	0	101817	0.0
57484	26A	g_Blautia	CHJ-BPD/DS-	MAM-J	67	101817	0.0006580433522889
57489	26A	g_Lachnoclostridium	CHJ-BPD/DS-	MAM-J	35	101817	0.0003437539900016
57495	26A	g_Lachnospiraceae NK4A136 group	CHJ-BPD/DS-	MAM-J	310	101817	0.0030446781971576
57501	26A	g_Marvinbryantia	CHJ-BPD/DS-	MAM-J	31	101817	0.0003044678197157
57524	26A	g_Colidextribacter	CHJ-BPD/DS-	MAM-J	0	101817	0.0
57534	26A	g_UCG-005	CHJ-BPD/DS-	MAM-J	8	101817	7.857234057181021e-05
57585	26A	g_Romboutsia	CHJ-BPD/DS-	MAM-J	639	101817	0.0062759657031733
57620	26A	g_Fusobacterium	CHJ-BPD/DS-	MAM-J	149	101817	0.0014634098431499
57647	26A	g_Candidatus Saccharimonas	CHJ-BPD/DS-	MAM-J	0	101817	0.0
57797	26A	g_Escherichia-Shigella	CHJ-BPD/DS-	MAM-J	5	101817	4.910771285738138e-05
57798	26A	g_Klebsiella	CHJ-BPD/DS-	MAM-J	29	101817	0.0002848247345728
57948	26B	g_Corynebacterium	CHJ-BPD/DS-	MAM-I	110	195079	0.0005638741227912
58036	26B	g_Bacteroides	CHJ-BPD/DS-	MAM-I	1	195079	5.126128389011631e-06
58057	26B	g_Prevotella	CHJ-BPD/DS-	MAM-I	0	195079	0.0
58067	26B	g_dgA-11 gut group	CHJ-BPD/DS-	MAM-I	80	195079	0.0004100902711209
58110	26B	g_Campylobacter	CHJ-BPD/DS-	MAM-I	18729	195079	0.0960072585977988
58112	26B	g_Helicobacter	CHJ-BPD/DS-	MAM-I	159280	195079	0.8164897298017726
58194	26B	g_Allobaculum	CHJ-BPD/DS-	MAM-I	840	195079	0.0043059478467697
58210	26B	g_Aerococcus	CHJ-BPD/DS-	MAM-I	107	195079	0.0005484957376242
58224	26B	g_Lactobacillus	CHJ-BPD/DS-	MAM-I	823	195079	0.0042188036641565
58250	26B	g_Jeotgalicoccus	CHJ-BPD/DS-	MAM-I	329	195079	0.0016864962399848
58287	26B	g_Coprococcus	CHJ-BPD/DS-	MAM-I	0	195079	0.0
58311	26B	g_Blautia	CHJ-BPD/DS-	MAM-I	399	195079	0.0020453252272156
58316	26B	g_Lachnoclostridium	CHJ-BPD/DS-	MAM-I	132	195079	0.0006766489473495
58322	26B	g_Lachnospiraceae NK4A136 group	CHJ-BPD/DS-	MAM-I	10	195079	5.126128389011631e-05
58328	26B	g_Marvinbryantia	CHJ-BPD/DS-	MAM-I	58	195079	0.0002973154465626
58351	26B	g_Colidextribacter	CHJ-BPD/DS-	MAM-I	0	195079	0.0
58361	26B	g_UCG-005	CHJ-BPD/DS-	MAM-I	6	195079	3.075677033406979e-05
58412	26B	g_Romboutsia	CHJ-BPD/DS-	MAM-I	110	195079	0.0005638741227912
58447	26B	g_Fusobacterium	CHJ-BPD/DS-	MAM-I	4	195079	2.0504513556046524e-05
58474	26B	g_Candidatus Saccharimonas	CHJ-BPD/DS-	MAM-I	0	195079	0.0
58624	26B	g_Escherichia-Shigella	CHJ-BPD/DS-	MAM-I	87	195079	0.000445973169844
58625	26B	g_Klebsiella	CHJ-BPD/DS-	MAM-I	40	195079	0.0002050451355604
58775	26C	g_Corynebacterium	CHJ-BPD/DS-	MAMLI	268	182222	0.0014707335008945
58863	26C	g_Bacteroides	CHJ-BPD/DS-	MAMLI	40	182222	0.00021951246282
58884	26C	g_Prevotella	CHJ-BPD/DS-	MAMLI	439	182222	0.0024091492794503
58894	26C	g_dgA-11 gut group	CHJ-BPD/DS-	MAMLI	1091	182222	0.0059872024234175
58937	26C	g_Campylobacter	CHJ-BPD/DS-	MAMLI	240	182222	0.0013170747769204
58939	26C	g_Helicobacter	CHJ-BPD/DS-	MAMLI	39355	182222	0.2159728243571028
59021	26C	g_Allobaculum	CHJ-BPD/DS-	MAMLI	1163	182222	0.0063823248564937
59037	26C	g_Aerococcus	CHJ-BPD/DS-	MAMLI	56	182222	0.0003073174479481
59051	26C	g_Lactobacillus	CHJ-BPD/DS-	MAMLI	1421	182222	0.0077981802416832
59077	26C	g_Jeotgalicoccus	CHJ-BPD/DS-	MAMLI	310	182222	0.0017012215868555
59114	26C	g_Coprococcus	CHJ-BPD/DS-	MAMLI	462	182222	0.0025353689455718
59138	26C	g_Blautia	CHJ-BPD/DS-	MAMLI	636	182222	0.0034902481588392
59143	26C	g_Lachnoclostridium	CHJ-BPD/DS-	MAMLI	2258	182222	0.0123914785261933
59149	26C	g_Lachnospiraceae NK4A136 group	CHJ-BPD/DS-	MAMLI	10102	182222	0.0554378724852103
59155	26C	g_Marvinbryantia	CHJ-BPD/DS-	MAMLI	1022	182222	0.0056085434250529
59178	26C	g_Colidextribacter	CHJ-BPD/DS-	MAMLI	4404	182222	0.0241683221564904
59188	26C	g_UCG-005	CHJ-BPD/DS-	MAMLI	2889	182222	0.01585428762718
59239	26C	g_Romboutsia	CHJ-BPD/DS-	MAMLI	242	182222	0.0013280504000614
59274	26C	g_Fusobacterium	CHJ-BPD/DS-	MAMLI	387	182222	0.0021237830777842
59301	26C	g_Candidatus Saccharimonas	CHJ-BPD/DS-	MAMLI	2090	182222	0.011469526182349
59451	26C	g_Escherichia-Shigella	CHJ-BPD/DS-	MAMLI	539	182222	0.0029579304365005
59452	26C	g_Klebsiella	CHJ-BPD/DS-	MAMLI	69	182222	0.0003786589983646
59602	26D	g_Corynebacterium	CHJ-BPD/DS-	MAM-D	104	187099	0.0005558554562023
59690	26D	g_Bacteroides	CHJ-BPD/DS-	MAM-D	4	187099	2.1379056007781976e-05
59711	26D	g_Prevotella	CHJ-BPD/DS-	MAM-D	244	187099	0.0013041224164747
59721	26D	g_dgA-11 gut group	CHJ-BPD/DS-	MAM-D	10	187099	5.344764001945494e-05
59764	26D	g_Campylobacter	CHJ-BPD/DS-	MAM-D	111	187099	0.0005932688042159
59766	26D	g_Helicobacter	CHJ-BPD/DS-	MAM-D	151439	187099	0.8094057156906237
59848	26D	g_Allobaculum	CHJ-BPD/DS-	MAM-D	51	187099	0.0002725829640992
59864	26D	g_Aerococcus	CHJ-BPD/DS-	MAM-D	84	187099	0.0004489601761634
59878	26D	g_Lactobacillus	CHJ-BPD/DS-	MAM-D	618	187099	0.0033030641532023
59904	26D	g_Jeotgalicoccus	CHJ-BPD/DS-	MAM-D	201	187099	0.001074297564391
59941	26D	g_Coprococcus	CHJ-BPD/DS-	MAM-D	6	187099	3.2068584011672964e-05
59965	26D	g_Blautia	CHJ-BPD/DS-	MAM-D	144	187099	0.0007696460162801
59970	26D	g_Lachnoclostridium	CHJ-BPD/DS-	MAM-D	114	187099	0.0006093030962217
59976	26D	g_Lachnospiraceae NK4A136 group	CHJ-BPD/DS-	MAM-D	139	187099	0.0007429221962704
59982	26D	g_Marvinbryantia	CHJ-BPD/DS-	MAM-D	112	187099	0.0005986135682178
60005	26D	g_Colidextribacter	CHJ-BPD/DS-	MAM-D	219	187099	0.001170503316426
60015	26D	g_UCG-005	CHJ-BPD/DS-	MAM-D	229	187099	0.0012239509564455
60066	26D	g_Romboutsia	CHJ-BPD/DS-	MAM-D	183	187099	0.000978091812356
60101	26D	g_Fusobacterium	CHJ-BPD/DS-	MAM-D	315	187099	0.0016836006606128
60128	26D	g_Candidatus Saccharimonas	CHJ-BPD/DS-	MAM-D	409	187099	0.0021860084767957
60278	26D	g_Escherichia-Shigella	CHJ-BPD/DS-	MAM-D	66	187099	0.0003527544241284
60279	26D	g_Klebsiella	CHJ-BPD/DS-	MAM-D	85	187099	0.0004543049401653
60429	26F	g_Corynebacterium	CHJ-BPD/DS-	Fecal	1948	181510	0.0107321910638532
60517	26F	g_Bacteroides	CHJ-BPD/DS-	Fecal	28	181510	0.000154261473197
60538	26F	g_Prevotella	CHJ-BPD/DS-	Fecal	40	181510	0.0002203735331386
60548	26F	g_dgA-11 gut group	CHJ-BPD/DS-	Fecal	1534	181510	0.0084513249958679
60591	26F	g_Campylobacter	CHJ-BPD/DS-	Fecal	77	181510	0.0004242190512919
60593	26F	g_Helicobacter	CHJ-BPD/DS-	Fecal	628	181510	0.0034598644702771
60675	26F	g_Allobaculum	CHJ-BPD/DS-	Fecal	4045	181510	0.022285273538648
60691	26F	g_Aerococcus	CHJ-BPD/DS-	Fecal	319	181510	0.0017574789267808
60705	26F	g_Lactobacillus	CHJ-BPD/DS-	Fecal	9792	181510	0.0539474409123464
60731	26F	g_Jeotgalicoccus	CHJ-BPD/DS-	Fecal	1682	181510	0.009266707068481
60768	26F	g_Coprococcus	CHJ-BPD/DS-	Fecal	64	181510	0.0003525976530218
60792	26F	g_Blautia	CHJ-BPD/DS-	Fecal	4329	181510	0.0238499256239325
60797	26F	g_Lachnoclostridium	CHJ-BPD/DS-	Fecal	5063	181510	0.0278937799570271
60803	26F	g_Lachnospiraceae NK4A136 group	CHJ-BPD/DS-	Fecal	7077	181510	0.0389895873505592
60809	26F	g_Marvinbryantia	CHJ-BPD/DS-	Fecal	3380	181510	0.0186215635502176
60832	26F	g_Colidextribacter	CHJ-BPD/DS-	Fecal	694	181510	0.0038234807999559
60842	26F	g_UCG-005	CHJ-BPD/DS-	Fecal	5742	181510	0.031634620682056
60893	26F	g_Romboutsia	CHJ-BPD/DS-	Fecal	2552	181510	0.0140598314142471
60928	26F	g_Fusobacterium	CHJ-BPD/DS-	Fecal	90	181510	0.000495840449562
60955	26F	g_Candidatus Saccharimonas	CHJ-BPD/DS-	Fecal	315	181510	0.001735441573467
61105	26F	g_Escherichia-Shigella	CHJ-BPD/DS-	Fecal	543	181510	0.0029915707123574
61106	26F	g_Klebsiella	CHJ-BPD/DS-	Fecal	30	181510	0.000165280149854
61256	27A	g_Corynebacterium	CHJ-BPD/DS-	MAM-J	11433	199617	0.057274681014142
61344	27A	g_Bacteroides	CHJ-BPD/DS-	MAM-J	9	199617	4.508634034175446e-05
61365	27A	g_Prevotella	CHJ-BPD/DS-	MAM-J	0	199617	0.0
61375	27A	g_dgA-11 gut group	CHJ-BPD/DS-	MAM-J	139	199617	0.0006963334786115
61418	27A	g_Campylobacter	CHJ-BPD/DS-	MAM-J	140	199617	0.0007013430719828
61420	27A	g_Helicobacter	CHJ-BPD/DS-	MAM-J	78206	199617	0.391780259196361
61502	27A	g_Allobaculum	CHJ-BPD/DS-	MAM-J	386	199617	0.0019337030413241
61518	27A	g_Aerococcus	CHJ-BPD/DS-	MAM-J	21381	199617	0.1071101158718946
61532	27A	g_Lactobacillus	CHJ-BPD/DS-	MAM-J	606	199617	0.0030358135830114
61558	27A	g_Jeotgalicoccus	CHJ-BPD/DS-	MAM-J	15637	199617	0.0783350115471127
61595	27A	g_Coprococcus	CHJ-BPD/DS-	MAM-J	0	199617	0.0
61619	27A	g_Blautia	CHJ-BPD/DS-	MAM-J	739	199617	0.0037020895013951
61624	27A	g_Lachnoclostridium	CHJ-BPD/DS-	MAM-J	282	199617	0.0014127053307083
61630	27A	g_Lachnospiraceae NK4A136 group	CHJ-BPD/DS-	MAM-J	7	199617	3.506715359914236e-05
61636	27A	g_Marvinbryantia	CHJ-BPD/DS-	MAM-J	198	199617	0.0009918994875185
61659	27A	g_Colidextribacter	CHJ-BPD/DS-	MAM-J	0	199617	0.0
61669	27A	g_UCG-005	CHJ-BPD/DS-	MAM-J	0	199617	0.0
61720	27A	g_Romboutsia	CHJ-BPD/DS-	MAM-J	28	199617	0.0001402686143965
61755	27A	g_Fusobacterium	CHJ-BPD/DS-	MAM-J	2141	199617	0.0107255394079662
61782	27A	g_Candidatus Saccharimonas	CHJ-BPD/DS-	MAM-J	27	199617	0.0001352590210252
61932	27A	g_Escherichia-Shigella	CHJ-BPD/DS-	MAM-J	29	199617	0.0001452782077678
61933	27A	g_Klebsiella	CHJ-BPD/DS-	MAM-J	39	199617	0.0001953741414809
62083	27B	g_Corynebacterium	CHJ-BPD/DS-	MAM-I	8469	188155	0.0450107624033376
62171	27B	g_Bacteroides	CHJ-BPD/DS-	MAM-I	0	188155	0.0
62192	27B	g_Prevotella	CHJ-BPD/DS-	MAM-I	0	188155	0.0
62202	27B	g_dgA-11 gut group	CHJ-BPD/DS-	MAM-I	102	188155	0.0005421062421939
62245	27B	g_Campylobacter	CHJ-BPD/DS-	MAM-I	2629	188155	0.0139725226541946
62247	27B	g_Helicobacter	CHJ-BPD/DS-	MAM-I	14575	188155	0.0774627301958491
62329	27B	g_Allobaculum	CHJ-BPD/DS-	MAM-I	38	188155	0.0002019611490526
62345	27B	g_Aerococcus	CHJ-BPD/DS-	MAM-I	1060	188155	0.0056336531051526
62359	27B	g_Lactobacillus	CHJ-BPD/DS-	MAM-I	19	188155	0.0001009805745263
62385	27B	g_Jeotgalicoccus	CHJ-BPD/DS-	MAM-I	1656	188155	0.0088012542850309
62422	27B	g_Coprococcus	CHJ-BPD/DS-	MAM-I	0	188155	0.0
62446	27B	g_Blautia	CHJ-BPD/DS-	MAM-I	797	188155	0.0042358693630251
62451	27B	g_Lachnoclostridium	CHJ-BPD/DS-	MAM-I	211	188155	0.0011214158539502
62457	27B	g_Lachnospiraceae NK4A136 group	CHJ-BPD/DS-	MAM-I	2	188155	1.062953416066541e-05
62463	27B	g_Marvinbryantia	CHJ-BPD/DS-	MAM-I	0	188155	0.0
62486	27B	g_Colidextribacter	CHJ-BPD/DS-	MAM-I	0	188155	0.0
62496	27B	g_UCG-005	CHJ-BPD/DS-	MAM-I	6	188155	3.188860248199623e-05
62547	27B	g_Romboutsia	CHJ-BPD/DS-	MAM-I	4193	188155	0.022284818367835
62582	27B	g_Fusobacterium	CHJ-BPD/DS-	MAM-I	2607	188155	0.0138555977784273
62609	27B	g_Candidatus Saccharimonas	CHJ-BPD/DS-	MAM-I	3	188155	1.5944301240998114e-05
62759	27B	g_Escherichia-Shigella	CHJ-BPD/DS-	MAM-I	6	188155	3.188860248199623e-05
62760	27B	g_Klebsiella	CHJ-BPD/DS-	MAM-I	95	188155	0.0005049028726316
62910	27C	g_Corynebacterium	CHJ-BPD/DS-	MAMLI	18	183305	9.819699408090342e-05
62998	27C	g_Bacteroides	CHJ-BPD/DS-	MAMLI	2253	183305	0.012290990425793
63019	27C	g_Prevotella	CHJ-BPD/DS-	MAMLI	3685	183305	0.0201031068437849
63029	27C	g_dgA-11 gut group	CHJ-BPD/DS-	MAMLI	1436	183305	0.007833937972232
63072	27C	g_Campylobacter	CHJ-BPD/DS-	MAMLI	364	183305	0.0019857614358582
63074	27C	g_Helicobacter	CHJ-BPD/DS-	MAMLI	36000	183305	0.1963939881618068
63156	27C	g_Allobaculum	CHJ-BPD/DS-	MAMLI	1006	183305	0.0054881208914104
63172	27C	g_Aerococcus	CHJ-BPD/DS-	MAMLI	9	183305	4.909849704045171e-05
63186	27C	g_Lactobacillus	CHJ-BPD/DS-	MAMLI	162	183305	0.0008837729467281
63212	27C	g_Jeotgalicoccus	CHJ-BPD/DS-	MAMLI	15	183305	8.183082840075284e-05
63249	27C	g_Coprococcus	CHJ-BPD/DS-	MAMLI	1899	183305	0.0103597828755353
63273	27C	g_Blautia	CHJ-BPD/DS-	MAMLI	2202	183305	0.0120127656092305
63278	27C	g_Lachnoclostridium	CHJ-BPD/DS-	MAMLI	5034	183305	0.0274624260112926
63284	27C	g_Lachnospiraceae NK4A136 group	CHJ-BPD/DS-	MAMLI	2013	183305	0.010981697171381
63290	27C	g_Marvinbryantia	CHJ-BPD/DS-	MAMLI	6067	183305	0.0330978423938245
63313	27C	g_Colidextribacter	CHJ-BPD/DS-	MAMLI	8490	183305	0.0463162488748261
63323	27C	g_UCG-005	CHJ-BPD/DS-	MAMLI	3994	183305	0.0217888219088404
63374	27C	g_Romboutsia	CHJ-BPD/DS-	MAMLI	526	183305	0.0028695343825863
63409	27C	g_Fusobacterium	CHJ-BPD/DS-	MAMLI	5925	183305	0.0323231772182973
63436	27C	g_Candidatus Saccharimonas	CHJ-BPD/DS-	MAMLI	800	183305	0.0043643108480401
63586	27C	g_Escherichia-Shigella	CHJ-BPD/DS-	MAMLI	2372	183305	0.012940181664439
63587	27C	g_Klebsiella	CHJ-BPD/DS-	MAMLI	444	183305	0.0024221925206622
63737	27D	g_Corynebacterium	CHJ-BPD/DS-	MAM-D	57	154715	0.0003684193517112
63825	27D	g_Bacteroides	CHJ-BPD/DS-	MAM-D	0	154715	0.0
63846	27D	g_Prevotella	CHJ-BPD/DS-	MAM-D	0	154715	0.0
63856	27D	g_dgA-11 gut group	CHJ-BPD/DS-	MAM-D	13	154715	8.402546617974987e-05
63899	27D	g_Campylobacter	CHJ-BPD/DS-	MAM-D	0	154715	0.0
63901	27D	g_Helicobacter	CHJ-BPD/DS-	MAM-D	87276	154715	0.5641081989464499
63983	27D	g_Allobaculum	CHJ-BPD/DS-	MAM-D	0	154715	0.0
63999	27D	g_Aerococcus	CHJ-BPD/DS-	MAM-D	57	154715	0.0003684193517112
64013	27D	g_Lactobacillus	CHJ-BPD/DS-	MAM-D	197	154715	0.0012733089874931
64039	27D	g_Jeotgalicoccus	CHJ-BPD/DS-	MAM-D	0	154715	0.0
64076	27D	g_Coprococcus	CHJ-BPD/DS-	MAM-D	12	154715	7.756196878130756e-05
64100	27D	g_Blautia	CHJ-BPD/DS-	MAM-D	655	154715	0.0042335907959797
64105	27D	g_Lachnoclostridium	CHJ-BPD/DS-	MAM-D	22	154715	0.0001421969427657
64111	27D	g_Lachnospiraceae NK4A136 group	CHJ-BPD/DS-	MAM-D	0	154715	0.0
64117	27D	g_Marvinbryantia	CHJ-BPD/DS-	MAM-D	4	154715	2.5853989593769188e-05
64140	27D	g_Colidextribacter	CHJ-BPD/DS-	MAM-D	96	154715	0.0006204957502504
64150	27D	g_UCG-005	CHJ-BPD/DS-	MAM-D	0	154715	0.0
64201	27D	g_Romboutsia	CHJ-BPD/DS-	MAM-D	15	154715	9.695246097663446e-05
64236	27D	g_Fusobacterium	CHJ-BPD/DS-	MAM-D	17	154715	0.0001098794557735
64263	27D	g_Candidatus Saccharimonas	CHJ-BPD/DS-	MAM-D	337	154715	0.002178198623275
64413	27D	g_Escherichia-Shigella	CHJ-BPD/DS-	MAM-D	0	154715	0.0
64414	27D	g_Klebsiella	CHJ-BPD/DS-	MAM-D	0	154715	0.0
64564	28A	g_Corynebacterium	CHJ-BPD/DS-	MAM-J	0	193732	0.0
64652	28A	g_Bacteroides	CHJ-BPD/DS-	MAM-J	3	193732	1.5485309602956663e-05
64673	28A	g_Prevotella	CHJ-BPD/DS-	MAM-J	16	193732	8.258831788243553e-05
64683	28A	g_dgA-11 gut group	CHJ-BPD/DS-	MAM-J	15	193732	7.74265480147833e-05
64726	28A	g_Campylobacter	CHJ-BPD/DS-	MAM-J	93144	193732	0.4807878925525984
64728	28A	g_Helicobacter	CHJ-BPD/DS-	MAM-J	91625	193732	0.4729471641236347
64810	28A	g_Allobaculum	CHJ-BPD/DS-	MAM-J	34	193732	0.0001755001755001
64826	28A	g_Aerococcus	CHJ-BPD/DS-	MAM-J	97	193732	0.0005006916771622
64840	28A	g_Lactobacillus	CHJ-BPD/DS-	MAM-J	0	193732	0.0
64866	28A	g_Jeotgalicoccus	CHJ-BPD/DS-	MAM-J	69	193732	0.000356162120868
64903	28A	g_Coprococcus	CHJ-BPD/DS-	MAM-J	20	193732	0.000103235397353
64927	28A	g_Blautia	CHJ-BPD/DS-	MAM-J	70	193732	0.0003613238907356
64932	28A	g_Lachnoclostridium	CHJ-BPD/DS-	MAM-J	24	193732	0.0001238824768236
64938	28A	g_Lachnospiraceae NK4A136 group	CHJ-BPD/DS-	MAM-J	27	193732	0.0001393677864266
64944	28A	g_Marvinbryantia	CHJ-BPD/DS-	MAM-J	25	193732	0.0001290442466913
64967	28A	g_Colidextribacter	CHJ-BPD/DS-	MAM-J	14	193732	7.226477814713109e-05
64977	28A	g_UCG-005	CHJ-BPD/DS-	MAM-J	16	193732	8.258831788243553e-05
65028	28A	g_Romboutsia	CHJ-BPD/DS-	MAM-J	18	193732	9.291185761773996e-05
65063	28A	g_Fusobacterium	CHJ-BPD/DS-	MAM-J	2	193732	1.0323539735304442e-05
65090	28A	g_Candidatus Saccharimonas	CHJ-BPD/DS-	MAM-J	26	193732	0.0001342060165589
65240	28A	g_Escherichia-Shigella	CHJ-BPD/DS-	MAM-J	20	193732	0.000103235397353
65241	28A	g_Klebsiella	CHJ-BPD/DS-	MAM-J	1	193732	5.161769867652221e-06
65391	28B	g_Corynebacterium	CHJ-BPD/DS-	MAM-I	236	191294	0.0012337030957583
65479	28B	g_Bacteroides	CHJ-BPD/DS-	MAM-I	3	191294	1.5682666471504595e-05
65500	28B	g_Prevotella	CHJ-BPD/DS-	MAM-I	13	191294	6.795822137651991e-05
65510	28B	g_dgA-11 gut group	CHJ-BPD/DS-	MAM-I	21	191294	0.0001097786653005
65553	28B	g_Campylobacter	CHJ-BPD/DS-	MAM-I	103626	191294	0.5417106652587117
65555	28B	g_Helicobacter	CHJ-BPD/DS-	MAM-I	60953	191294	0.3186351898125398
65637	28B	g_Allobaculum	CHJ-BPD/DS-	MAM-I	129	191294	0.0006743546582746
65653	28B	g_Aerococcus	CHJ-BPD/DS-	MAM-I	488	191294	0.0025510470793647
65667	28B	g_Lactobacillus	CHJ-BPD/DS-	MAM-I	38	191294	0.000198647108639
65693	28B	g_Jeotgalicoccus	CHJ-BPD/DS-	MAM-I	747	191294	0.0039049839514046
65730	28B	g_Coprococcus	CHJ-BPD/DS-	MAM-I	0	191294	0.0
65754	28B	g_Blautia	CHJ-BPD/DS-	MAM-I	68	191294	0.0003554737733541
65759	28B	g_Lachnoclostridium	CHJ-BPD/DS-	MAM-I	58	191294	0.000303198218449
65765	28B	g_Lachnospiraceae NK4A136 group	CHJ-BPD/DS-	MAM-I	17	191294	8.886844333852604e-05
65771	28B	g_Marvinbryantia	CHJ-BPD/DS-	MAM-I	44	191294	0.000230012441582
65794	28B	g_Colidextribacter	CHJ-BPD/DS-	MAM-I	15	191294	7.841333235752297e-05
65804	28B	g_UCG-005	CHJ-BPD/DS-	MAM-I	31	191294	0.0001620542202055
65855	28B	g_Romboutsia	CHJ-BPD/DS-	MAM-I	327	191294	0.001709410645394
65890	28B	g_Fusobacterium	CHJ-BPD/DS-	MAM-I	75	191294	0.0003920666617876
65917	28B	g_Candidatus Saccharimonas	CHJ-BPD/DS-	MAM-I	55	191294	0.0002875155519775
66067	28B	g_Escherichia-Shigella	CHJ-BPD/DS-	MAM-I	39	191294	0.0002038746641295
66068	28B	g_Klebsiella	CHJ-BPD/DS-	MAM-I	38	191294	0.000198647108639
66218	28C	g_Corynebacterium	CHJ-BPD/DS-	MAMLI	29	181146	0.0001600918596049
66306	28C	g_Bacteroides	CHJ-BPD/DS-	MAMLI	71	181146	0.0003919490355845
66327	28C	g_Prevotella	CHJ-BPD/DS-	MAMLI	1383	181146	0.007634725580471
66337	28C	g_dgA-11 gut group	CHJ-BPD/DS-	MAMLI	2107	181146	0.011631501661643
66380	28C	g_Campylobacter	CHJ-BPD/DS-	MAMLI	294	181146	0.0016230002318571
66382	28C	g_Helicobacter	CHJ-BPD/DS-	MAMLI	127677	181146	0.7048292537511179
66464	28C	g_Allobaculum	CHJ-BPD/DS-	MAMLI	160	181146	0.0008832654323032
66480	28C	g_Aerococcus	CHJ-BPD/DS-	MAMLI	90	181146	0.0004968368056705
66494	28C	g_Lactobacillus	CHJ-BPD/DS-	MAMLI	233	181146	0.0012862552857915
66520	28C	g_Jeotgalicoccus	CHJ-BPD/DS-	MAMLI	34	181146	0.0001876939043644
66557	28C	g_Coprococcus	CHJ-BPD/DS-	MAMLI	243	181146	0.0013414593753105
66581	28C	g_Blautia	CHJ-BPD/DS-	MAMLI	112	181146	0.0006182858026122
66586	28C	g_Lachnoclostridium	CHJ-BPD/DS-	MAMLI	411	181146	0.0022688880792289
66592	28C	g_Lachnospiraceae NK4A136 group	CHJ-BPD/DS-	MAMLI	1227	181146	0.0067735417839753
